pp_id,stim_tempo_intended,length,edit_distance_avg,entropy_diff_avg,quantized_binary_vs_ternary_prop,quantized_binary_vs_total_prop,quantized_ternary_vs_total_prop,rhythmic_contours_edit_distance_avg,G_resp
57,600,5,4.133333333333334,-0.0867563228481461,0.9333333333333332,0.3111111111111111,0.0222222222222222,0.7555555555555555,0.0603416118977848
58,600,5,4.0212765957446805,0.034917934389638,0.9166666666666666,0.2340425531914893,0.0212765957446808,0.8936170212765957,0.0189778729871895
59,600,5,3.911111111111111,-0.2387506955262034,1.0,0.1407407407407407,0.0,0.9333333333333332,0.0470512833927329
60,600,5,5.260869565217392,0.0659611476983055,0.6153846153846154,0.1159420289855072,0.072463768115942,1.6521739130434785,0.1086333305703612
61,600,5,4.153846153846154,0.0389001640272058,0.9772727272727272,0.3675213675213675,0.0085470085470085,0.5384615384615384,0.0926197005536548
62,600,5,3.333333333333333,-0.1012251204293498,1.0,0.1111111111111111,0.0,0.5416666666666666,0.0184141795179433
63,600,5,4.102564102564102,-0.4153136848223547,0.7083333333333334,0.1452991452991453,0.0598290598290598,1.1794871794871795,0.1383116512944855
64,600,5,4.261904761904762,0.0062291445686255,0.9583333333333334,0.1825396825396825,0.0079365079365079,1.0,0.0063405429141887
65,600,5,3.6486486486486487,-0.0855412116233295,1.0,0.1081081081081081,0.0,0.8918918918918919,0.0192479345667737
66,600,5,4.853658536585366,-0.1395573658040033,0.9642857142857144,0.2195121951219512,0.008130081300813,0.975609756097561,0.0251330028750416
